Date,Open,High,Low,Close,Adj Close,Volume
2017-02-01,27.645000,28.530001,27.465000,28.487499,28.125305,59000400
2017-02-02,28.325001,28.934999,28.014999,28.847500,28.480730,48324000
2017-02-03,28.862499,28.975000,28.475000,28.594999,28.231436,37274400
2017-02-06,28.500000,29.332500,28.500000,29.327499,28.954628,50676800
2017-02-07,29.674999,30.230000,29.475000,29.782499,29.403839,74622400
2017-02-08,29.600000,29.827499,29.094999,29.652500,29.275492,44958000
2017-02-09,29.715000,29.764999,28.900000,29.094999,28.725082,84256800
2017-02-10,29.982500,30.174999,28.150000,28.405001,28.043856,165109200
2017-02-13,28.347500,28.495001,27.049999,27.094999,26.750513,118072400
2017-02-14,26.997499,27.537500,26.572500,27.195000,26.849234,85063200
2017-02-15,27.225000,27.450001,26.940001,27.250000,26.903536,37302000
2017-02-16,27.347500,27.360001,26.415001,26.812500,26.471598,64717600
2017-02-17,26.674999,26.852501,26.197500,26.807501,26.466671,56374000
2017-02-21,27.057501,27.807501,27.055000,27.767500,27.414461,55195200
2017-02-22,27.855000,27.950001,27.497499,27.690001,27.372450,43377200
2017-02-23,26.375000,26.597500,24.920000,25.122499,24.834391,159288800
2017-02-24,24.267500,25.500000,23.924999,25.365000,25.074110,102990400
2017-02-27,25.549999,26.254999,25.389999,26.102501,25.803150,71540000
2017-02-28,26.200001,26.299999,25.195000,25.370001,25.079052,62536000
2017-03-01,25.947500,26.092501,25.277500,25.697500,25.402796,50480400
2017-03-02,25.567499,25.709999,24.722500,24.750000,24.466164,75433200
2017-03-03,24.642500,24.692499,24.055000,24.607500,24.325294,86469200
2017-03-06,24.240000,24.525000,23.792500,24.417500,24.137474,88356800
2017-03-07,24.417500,24.882500,24.287500,24.684999,24.401911,60340000
2017-03-08,25.174999,25.325001,24.617500,24.639999,24.357422,63871200
2017-03-09,24.477501,24.862499,24.350000,24.635000,24.352484,47806000
2017-03-10,24.902500,25.022499,24.594999,24.780001,24.495817,49974000
2017-03-13,24.885000,25.562500,24.877501,25.462500,25.170492,77413600
2017-03-14,25.592501,25.687500,25.117500,25.445000,25.153193,52201600
2017-03-15,25.562500,25.747499,25.080000,25.637501,25.343485,61503600
2017-03-16,25.745001,25.957500,25.602501,25.952499,25.654869,52310000
2017-03-17,26.129999,26.530001,25.952499,26.517500,26.213394,111968800
2017-03-20,26.695000,27.402500,26.532499,27.362499,27.048702,74856800
2017-03-21,27.187500,27.490000,26.397499,26.477501,26.173853,91348400
2017-03-22,26.365000,27.065001,26.325001,27.017500,26.707663,61676400
2017-03-23,26.937500,27.139999,26.674999,26.772499,26.465471,53394000
2017-03-24,27.242500,27.322500,26.605000,26.867500,26.559376,43950000
2017-03-27,26.395000,27.102501,25.895000,27.062500,26.752144,50664400
2017-03-28,27.075001,27.222500,26.817499,26.922501,26.613750,43244400
2017-03-29,26.997499,27.122499,26.812500,26.834999,26.527252,34999200
2017-03-30,26.907499,27.500000,26.850000,27.350000,27.036345,52553200
2017-03-31,27.252501,27.472500,27.100000,27.232500,26.920191,44080800
2017-04-03,27.237499,27.412500,26.855000,27.094999,26.784273,44523200
2017-04-04,25.850000,26.105000,25.084999,25.195000,24.906059,127128000
2017-04-05,25.004999,25.592501,24.875000,25.007500,24.720709,74704800
2017-04-06,25.059999,25.312500,24.602501,25.190001,24.901115,63512000
2017-04-07,25.254999,25.432501,24.930000,25.082500,24.794853,42906800
2017-04-10,25.090000,25.157499,24.400000,24.442499,24.162189,75633200
2017-04-11,24.137501,24.725000,24.087500,24.530001,24.248686,61814800
2017-04-12,24.530001,24.674999,24.275000,24.327499,24.048508,41409200
2017-04-13,24.082500,24.302500,23.872499,23.872499,23.598724,50689200
2017-04-17,24.002501,24.809999,23.950001,24.807501,24.523006,49729200
2017-04-18,24.662500,24.885000,24.400000,24.822500,24.537832,37011600
2017-04-19,25.000000,25.245001,24.852501,24.920000,24.634211,38082800
2017-04-20,25.067499,25.362499,24.852501,25.315001,25.024685,40401600
2017-04-21,25.209999,25.447500,25.090000,25.420000,25.128479,34189600
2017-04-24,25.740000,25.870001,25.527500,25.737499,25.442339,37182000
2017-04-25,25.885000,26.332500,25.667500,26.184999,25.884706,38844000
2017-04-26,26.322500,26.347500,25.985001,26.004999,25.706768,32700400
2017-04-27,26.080000,26.495001,25.897499,26.410000,26.107126,31970000
2017-04-28,26.340000,26.410000,26.017500,26.075001,25.775969,34824800
2017-05-01,26.184999,26.712500,26.112499,26.660000,26.354254,30773200
2017-05-02,26.387501,26.400000,25.639999,25.870001,25.573322,62997200
2017-05-03,25.799999,26.160000,25.650000,26.062500,25.763613,33690400
2017-05-04,26.125000,26.237499,25.882500,25.962500,25.664753,20978800
2017-05-05,25.844999,26.037500,25.687500,25.965000,25.667227,22842800
2017-05-08,26.084999,26.100000,25.577499,25.692499,25.397856,36524000
2017-05-09,25.750000,26.232500,25.665001,25.735001,25.439867,84767200
2017-05-10,28.572500,30.455000,28.504999,30.322500,29.974754,212909600
2017-05-11,30.012501,32.607498,29.977501,31.625000,31.262321,193979200
2017-05-12,31.657499,32.400002,31.445000,31.972500,31.605835,96262000
2017-05-15,32.389999,33.602501,32.345001,33.577499,33.192429,108754000
2017-05-16,34.095001,34.360001,33.340000,34.202499,33.810261,112070000
2017-05-17,33.525002,33.715000,31.887501,31.930000,31.563824,127136800
2017-05-18,32.375000,33.357498,31.762501,33.267502,32.885990,115603200
2017-05-19,34.257500,34.555000,33.805000,34.000000,33.645489,101837200
2017-05-22,34.442501,34.869999,34.332500,34.724998,34.362919,83660800
2017-05-23,34.924999,34.947498,33.927502,34.257500,33.900303,68124800
2017-05-24,35.240002,35.267502,34.520000,34.642502,34.281288,81599600
2017-05-25,35.000000,35.007500,34.110001,34.564999,34.204590,60822800
2017-05-26,34.482498,36.320000,34.277500,35.459999,35.090263,77914000
2017-05-30,35.924999,36.572498,35.762501,36.217499,35.839855,98965200
2017-05-31,36.672501,36.750000,35.512501,36.087502,35.711216,88731600
2017-06-01,36.247501,36.257500,35.630001,36.090000,35.713688,50334000
2017-06-02,36.060001,36.325001,35.849998,35.910000,35.535564,48745600
2017-06-05,35.744999,37.132500,35.627499,37.002499,36.616676,81737600
2017-06-06,36.955002,37.422501,36.700001,36.834999,36.450920,75872800
2017-06-07,37.082500,37.470001,36.924999,37.279999,36.891270,61261200
2017-06-08,38.365002,40.000000,37.947498,39.985001,39.568081,116174400
2017-06-09,41.185001,42.125000,35.687500,37.400002,37.010036,369292800
2017-06-12,36.470001,37.924999,35.527500,37.492500,37.101566,169753200
2017-06-13,38.599998,38.692501,36.412498,37.849998,37.455338,167250400
2017-06-14,37.880001,38.514999,37.125000,37.930000,37.534496,118464000
2017-06-15,36.740002,38.400002,36.625000,38.092499,37.695305,96382400
2017-06-16,38.189999,38.674999,37.560001,37.904999,37.509754,92496000
2017-06-19,38.352501,39.382500,38.314999,39.330002,38.919910,77817600
2017-06-20,39.757500,40.435001,39.230000,39.272499,38.862999,109544400
2017-06-21,39.552502,39.904999,38.924999,39.867500,39.451805,68265200
2017-06-22,39.950001,40.084999,39.349998,39.592499,39.179668,46913200
2017-06-23,39.669998,39.830002,38.305000,38.457500,38.056503,108858800
2017-06-26,38.790001,39.150002,37.082500,38.037498,37.640884,106396000
2017-06-27,37.860001,37.947498,36.587502,36.645000,36.262897,99949200
2017-06-28,37.330002,37.985001,36.437500,37.937500,37.541916,99494800
2017-06-29,37.650002,37.680000,36.020000,36.669998,36.287640,106442400
2017-06-30,36.845001,36.982498,35.875000,36.139999,35.763165,73106000
2017-07-03,36.262501,36.412498,34.645000,34.832500,34.469303,70907200
2017-07-05,35.474998,36.055000,35.282501,35.762501,35.389603,82018800
2017-07-06,35.467499,36.345001,34.939999,35.869999,35.495979,74628400
2017-07-07,36.445000,36.875000,36.212502,36.689999,36.307426,65497200
2017-07-10,37.435001,38.500000,37.169998,38.424999,38.024342,95849200
2017-07-11,38.462502,39.047501,38.037498,38.970001,38.563663,75795600
2017-07-12,39.575001,40.750000,39.139999,40.627499,40.203865,114520800
2017-07-13,40.750000,41.575001,39.687500,40.157501,39.738777,136913200
2017-07-14,40.322498,41.252499,40.252499,41.237499,40.807522,94194800
2017-07-17,41.582500,41.875000,40.437500,41.062500,40.634342,93079200
2017-07-18,40.445000,41.637501,40.325001,41.490002,41.057381,77664000
2017-07-19,41.582500,41.849998,41.152500,41.275002,40.844627,68704400
2017-07-20,41.482498,41.877499,40.977501,41.875000,41.438370,69959600
2017-07-21,41.667500,42.325001,41.522499,42.025002,41.586803,64833200
2017-07-24,42.097500,42.195000,41.430000,41.537498,41.104385,65252400
2017-07-25,41.305000,41.482498,40.895000,41.337502,40.906475,49655600
2017-07-26,41.919998,42.482498,41.462502,41.814999,41.378990,64040400
2017-07-27,42.067501,42.185001,39.389999,40.435001,40.013382,78285600
2017-07-28,40.072498,41.345001,39.820000,41.097500,40.668972,51334800
2017-07-31,41.235001,41.599998,40.154999,40.627499,40.203865,55967200
2017-08-01,40.532501,41.139999,40.250000,41.122501,40.693718,43138400
2017-08-02,41.437500,41.477501,40.317501,41.097500,40.668972,47844400
2017-08-03,41.092499,41.657501,40.919998,41.619999,41.186020,44242000
2017-08-04,41.849998,42.517502,41.619999,41.802502,41.366634,58909600
2017-08-07,42.097500,43.092499,42.000000,43.087502,42.638233,71741200
2017-08-08,43.472500,43.639999,42.177502,42.575001,42.131073,75533600
2017-08-09,42.107498,43.052502,41.917500,43.027500,42.578857,53078400
2017-08-10,43.040001,43.165001,41.082500,41.185001,40.755566,132808800
2017-08-11,39.285000,39.750000,38.227501,38.990002,38.583447,149719600
2017-08-14,39.917500,42.137501,39.799999,42.099998,41.661030,127902000
2017-08-15,42.152500,42.417500,41.397499,41.744999,41.309727,76453200
2017-08-16,41.897499,42.134998,40.959999,41.287498,40.856987,59663200
2017-08-17,41.202499,41.375000,40.345001,40.367500,39.946583,52544400
2017-08-18,40.917500,41.090000,39.910000,40.375000,39.954002,60120400
2017-08-21,40.622501,40.737499,39.342499,39.787498,39.372631,62367200
2017-08-22,40.122501,40.697498,39.927502,40.637501,40.249184,45045600
2017-08-23,40.299999,41.562500,40.212502,41.450001,41.053917,57952000
2017-08-24,41.775002,41.820000,41.029999,41.297501,40.902866,46970000
2017-08-25,41.542500,41.645000,40.887501,40.952499,40.561172,35720000
2017-08-28,41.145000,41.275002,40.582500,41.242500,40.848400,38949600
2017-08-29,40.647499,41.395000,40.564999,41.174999,40.781544,32409600
2017-08-30,41.375000,41.532501,41.067501,41.419998,41.024200,38440000
2017-08-31,41.625000,42.400002,41.549999,42.360001,41.955215,61268400
2017-09-01,42.487499,42.974998,42.400002,42.615002,42.207775,44543200
2017-09-05,42.095001,42.145000,40.889999,41.477501,41.081146,69536400
2017-09-06,41.810001,41.950001,41.099998,41.452499,41.056381,39767200
2017-09-07,41.622501,41.972500,41.237499,41.645000,41.247047,35286800
2017-09-08,41.527500,41.677502,40.677502,40.922501,40.531464,49885600
2017-09-11,41.384998,42.357498,41.330002,42.250000,41.846264,56744400
2017-09-12,42.500000,42.500000,41.742500,42.402500,41.997307,41148800
2017-09-13,42.147499,42.884998,41.820000,42.592499,42.185497,58096000
2017-09-14,42.197498,43.139999,41.950001,42.349998,41.945305,51371200
2017-09-15,43.215000,45.027500,43.162498,45.027500,44.597225,136479200
2017-09-18,46.285000,47.799999,46.215000,46.887501,46.439457,168446000
2017-09-19,46.377499,47.462502,46.154999,46.837502,46.389927,87428000
2017-09-20,46.875000,47.355000,46.052502,46.459999,46.016033,72492000
2017-09-21,45.410000,45.674999,44.402500,45.189999,44.758171,107560000
2017-09-22,45.075001,45.577499,44.650002,44.750000,44.322376,49123200
2017-09-25,44.437500,44.450001,42.540001,42.750000,42.341492,87458000
2017-09-26,44.112499,44.669998,42.587502,42.990002,42.579197,112562000
2017-09-27,43.904999,44.067501,43.187500,43.932499,43.512680,71372000
2017-09-28,44.005001,44.044998,43.439999,43.919998,43.500305,43524400
2017-09-29,44.770000,44.932499,44.312500,44.692501,44.265427,61909200
2017-10-02,45.200001,45.494999,44.250000,44.750000,44.322376,50348000
2017-10-03,44.812500,45.145000,44.395000,44.842499,44.413990,39033200
2017-10-04,44.904999,45.442501,44.535000,45.217499,44.785416,42784800
2017-10-05,45.465000,45.500000,44.889999,45.192501,44.760651,43736400
2017-10-06,44.912498,45.459999,44.750000,45.325001,44.891884,31880000
2017-10-09,45.697498,46.682499,45.507500,46.347500,45.904613,56349200
2017-10-10,47.857498,48.237499,46.814999,47.232498,46.781158,97487600
2017-10-11,47.400002,47.750000,46.935001,47.735001,47.278858,52950800
2017-10-12,47.770000,48.272499,47.482498,47.757500,47.301140,52829200
2017-10-13,48.387501,48.750000,47.912498,48.647499,48.182636,62872800
2017-10-16,48.950001,49.512501,48.310001,49.482498,49.009647,57664000
2017-10-17,49.272499,49.724998,49.087502,49.437500,48.965076,47859600
2017-10-18,49.527500,49.535000,48.330002,49.395000,48.922993,56731600
2017-10-19,48.610001,49.500000,48.112499,49.450001,48.977470,57077200
2017-10-20,49.622501,49.897499,49.134998,49.224998,48.754612,45162000
2017-10-23,49.445000,49.712502,48.950001,49.154999,48.685287,42869600
2017-10-24,49.247501,49.687500,48.985001,49.669998,49.195362,40724400
2017-10-25,49.270000,49.805000,47.792500,48.415001,47.952351,82816000
2017-10-26,48.695000,49.040001,48.452499,48.922501,48.455002,32274400
2017-10-27,49.450001,50.467499,49.187500,50.465000,49.982773,57219200
2017-10-30,50.465000,51.522499,50.305000,50.959999,50.473042,50405600
2017-10-31,51.282501,51.972500,51.224998,51.702499,51.208439,41190800
2017-11-01,52.337502,52.492500,51.150002,51.799999,51.305012,50257600
2017-11-02,51.500000,51.952499,50.912498,51.485001,50.993023,34230800
2017-11-03,51.799999,52.172501,51.334999,52.172501,51.673946,35364000
2017-11-06,51.799999,52.494999,51.674999,52.407501,51.906700,38994400
2017-11-07,52.637501,53.224998,52.514999,53.007500,52.500969,42770000
2017-11-08,52.962502,53.000000,51.810001,52.290001,51.790321,52298800
2017-11-09,51.317501,51.582500,50.092499,51.330002,50.839504,97856400
2017-11-10,53.270000,54.667500,52.907501,54.035000,53.518658,125325600
2017-11-13,54.035000,54.292500,53.002499,53.157501,52.649540,58237600
2017-11-14,53.250000,53.700001,52.807499,53.544998,53.033337,52929200
2017-11-15,52.987499,53.000000,51.950001,52.494999,51.993366,50194800
2017-11-16,53.244999,53.549999,52.812500,52.902500,52.396976,44176800
2017-11-17,53.480000,53.837502,52.687500,52.840000,52.335068,51566400
2017-11-20,52.997501,53.642502,52.625000,53.520000,53.008579,39610000
2017-11-21,53.922501,54.130001,53.599998,54.012501,53.496365,39917600
2017-11-22,54.250000,54.250000,53.402500,53.732498,53.256016,35664000
2017-11-24,53.897499,54.250000,53.650002,54.240002,53.759026,18075200
2017-11-27,54.327499,54.340000,53.502499,53.535000,53.060272,42289600
2017-11-28,53.587502,53.682499,52.060001,52.677502,52.210373,51275200
2017-11-29,52.502499,52.529999,47.807499,49.105000,48.669548,139678800
2017-11-30,49.799999,50.669998,49.162498,50.177502,49.732536,82376800
2017-12-01,49.827499,50.032501,48.117500,49.419998,48.981754,81154800
2017-12-04,50.012501,50.075001,46.125000,46.665001,46.251186,124084400
2017-12-05,45.599998,48.174999,45.145000,46.935001,46.518795,98148800
2017-12-06,46.424999,47.535000,46.209999,47.314999,46.895420,46703200
2017-12-07,47.990002,48.400002,47.529999,47.997501,47.571873,54260000
2017-12-08,48.502499,48.695000,47.787498,47.872501,47.447983,46687600
2017-12-11,48.014999,48.695000,47.855000,48.665001,48.233452,37274800
2017-12-12,48.224998,48.459999,47.472500,47.709999,47.286915,45501600
2017-12-13,48.125000,48.137501,46.470001,46.544998,46.132244,55428000
2017-12-14,46.480000,47.334999,46.150002,46.617500,46.204113,43816400
2017-12-15,47.062500,48.095001,46.404999,47.889999,47.465328,67003600
2017-12-18,48.299999,49.505001,48.000000,49.474998,49.036266,47770400
2017-12-19,49.380001,49.432499,48.740002,49.027500,48.592743,37310000
2017-12-20,49.424999,49.517502,48.637501,49.200001,48.763714,28882000
2017-12-21,49.235001,49.487499,48.887501,48.972500,48.538231,30090400
2017-12-22,48.599998,48.912498,47.812500,48.817501,48.384602,46627600
2017-12-26,48.257500,49.437500,47.955002,49.360001,48.922295,35508000
2017-12-27,49.224998,49.992500,49.077499,49.292500,48.855385,32948800
2017-12-28,49.532501,49.845001,49.287498,49.349998,48.912380,24024800
2017-12-29,49.615002,49.615002,48.375000,48.375000,47.946026,27996400
2018-01-02,48.945000,49.875000,48.625000,49.837502,49.395557,35561600
2018-01-03,51.025002,53.424999,50.937500,53.117500,52.646469,91470400
2018-01-04,53.939999,54.512501,53.172501,53.397499,52.923981,58326800
2018-01-05,53.547501,54.227501,52.770000,53.849998,53.372471,58012400
2018-01-08,55.099998,56.250000,54.645000,55.500000,55.007843,88121600
2018-01-09,55.555000,55.955002,54.660000,55.485001,54.992977,49700000
2018-01-10,54.549999,55.955002,54.000000,55.919998,55.424122,58266400
2018-01-11,56.250000,56.567501,55.802502,56.020000,55.523235,40603200
2018-01-12,55.900002,56.247501,55.334999,55.744999,55.250671,35991600
2018-01-16,56.012501,56.877499,54.172501,55.027500,54.539528,70234800
2018-01-17,55.174999,56.279999,54.224998,56.180000,55.681816,53840800
2018-01-18,55.985001,56.660000,55.669998,56.110001,55.612434,40863200
2018-01-19,57.022499,57.772499,56.750000,57.527500,57.017357,60938000
2018-01-22,57.607498,58.439999,57.025002,58.422501,57.904430,55094400
2018-01-23,58.962502,59.957500,58.775002,59.727501,59.197849,47522800
2018-01-24,59.759998,60.122501,58.387501,58.950001,58.427246,57997200
2018-01-25,59.500000,59.937500,58.937500,59.087502,58.563530,40988400
2018-01-26,59.529999,60.834999,59.400002,60.832500,60.293064,51635600
2018-01-29,60.685001,62.027500,60.152500,61.712502,61.165253,45511600
2018-01-30,60.277500,61.605000,59.602501,60.680000,60.141911,57083200
2018-01-31,61.442501,62.317501,61.112499,61.450001,60.905079,47857600
2018-02-01,59.630001,61.724998,59.514999,60.125000,59.591835,51922400
2018-02-02,59.250000,59.492500,57.792500,58.380001,57.862309,71846400
2018-02-05,56.750000,58.307499,51.250000,53.424999,52.951237,116520400
2018-02-06,51.099998,56.424999,51.000000,56.395000,55.894909,111480000
2018-02-07,57.395000,58.742500,56.674999,57.200001,56.692764,80293200
2018-02-08,58.470001,58.805000,54.377499,54.380001,53.897774,114400000
2018-02-09,59.562500,59.722500,54.380001,58.020000,57.505501,167460400
2018-02-12,58.840000,58.869999,56.257500,57.007500,56.501968,109317200
2018-02-13,56.639999,58.625000,56.312500,58.157501,57.641777,62552400
2018-02-14,57.750000,60.647499,57.637501,60.355000,59.819794,74498800
2018-02-15,61.197498,62.092499,60.380001,61.625000,61.078529,69890000
2018-02-16,61.349998,62.500000,60.867500,60.959999,60.419426,63765600
2018-02-20,61.187500,62.967499,61.150002,62.270000,61.717804,68624000
2018-02-21,62.922501,62.992500,60.340000,60.377499,59.842098,89229200
2018-02-22,60.682499,61.407501,59.875000,60.537498,60.037960,53436400
2018-02-23,61.142502,61.482498,60.630001,61.482498,60.975174,41530000
2018-02-26,61.950001,61.994999,61.014999,61.645000,61.136322,46931200
